1990|0|3986488|United States|US|US|9150541|0
1990|0|3798100|United States|US|US|9150541|1
1990|0|3712522|United States|US|US|9150541|2
1990|0|3660016|United States|US|US|9150541|3
1990|0|3699321|United States|US|US|9150541|4
1990|0|3681034|United States|US|US|9150541|5
1990|0|3563046|United States|US|US|9150541|6
1990|0|3644060|United States|US|US|9150541|7
1990|0|3510580|United States|US|US|9150541|8
1990|0|3678026|United States|US|US|9150541|9
1990|0|3705149|United States|US|US|9150541|10
1990|0|3481891|United States|US|US|9150541|11
1990|0|3380156|United States|US|US|9150541|12
1990|0|3385614|United States|US|US|9150541|13
1990|0|3260077|United States|US|US|9150541|14
1990|0|3342528|United States|US|US|9150541|15
1990|0|3287140|United States|US|US|9150541|16
1990|0|3439746|United States|US|US|9150541|17
1990|0|3601602|United States|US|US|9150541|18
1990|0|4100577|United States|US|US|9150541|19
1990|0|4048841|United States|US|US|9150541|20
1990|0|3837554|United States|US|US|9150541|21
1990|0|3673009|United States|US|US|9150541|22
1990|0|3710050|United States|US|US|9150541|23
1990|0|3880932|United States|US|US|9150541|24
1990|0|4070277|United States|US|US|9150541|25
1990|0|4195828|United States|US|US|9150541|26
1990|0|4291240|United States|US|US|9150541|27
1990|0|4147932|United States|US|US|9150541|28
1990|0|4571770|United States|US|US|9150541|29
1990|0|4512156|United States|US|US|9150541|30
1990|0|4349962|United States|US|US|9150541|31
1990|0|4380288|United States|US|US|9150541|32
1990|0|4356406|United States|US|US|9150541|33
1990|0|4339961|United States|US|US|9150541|34
1990|0|4274502|United States|US|US|9150541|35
1990|0|4073655|United States|US|US|9150541|36
1990|0|4000923|United States|US|US|9150541|37
1990|0|3705195|United States|US|US|9150541|38
1990|0|3936020|United States|US|US|9150541|39
1990|0|3797499|United States|US|US|9150541|40
1990|0|3634572|United States|US|US|9150541|41
1990|0|3621350|United States|US|US|9150541|42
1990|0|3845180|United States|US|US|9150541|43
1990|0|2894341|United States|US|US|9150541|44
1990|0|2903748|United States|US|US|9150541|45
1990|0|2823381|United States|US|US|9150541|46
1990|0|3001087|United States|US|US|9150541|47
1990|0|2500970|United States|US|US|9150541|48
1990|0|2599830|United States|US|US|9150541|49
1990|0|2432676|United States|US|US|9150541|50
1990|0|2313332|United States|US|US|9150541|51
1990|0|2265849|United States|US|US|9150541|52
1990|0|2171043|United States|US|US|9150541|53
1990|0|2194862|United States|US|US|9150541|54
1990|0|2165677|United States|US|US|9150541|55
1990|0|2060426|United States|US|US|9150541|56
1990|0|2089003|United States|US|US|9150541|57
1990|0|1976880|United States|US|US|9150541|58
1990|0|2186173|United States|US|US|9150541|59
1990|0|2152047|United States|US|US|9150541|60
1990|0|2093993|United States|US|US|9150541|61
1990|0|2142533|United States|US|US|9150541|62
1990|0|2111084|United States|US|US|9150541|63
1990|0|2123825|United States|US|US|9150541|64
1990|0|2117112|United States|US|US|9150541|65
1990|0|2056694|United States|US|US|9150541|66
1990|0|2001182|United States|US|US|9150541|67
1990|0|1962424|United States|US|US|9150541|68
1990|0|1941511|United States|US|US|9150541|69
